playlist_id,playlist_name,track_id,track_title,track_composer,work_match,composer_match
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,2TJ7mLvzKAGTXNbieoQAfp,"Concerto for 2 Trumpets in C Major, RV 537: I. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/a3d0eddb-98c8-3690-8554-01182428501b,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,6EI6EqeZoT1ONLKYqdPYf4,"Concerto for 2 Trumpets in C Major, RV 537: II. Largo",Antonio Vivaldi,http://data.doremus.org/expression/a3d0eddb-98c8-3690-8554-01182428501b,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,3do1O29LpPulHw27XPMbrq,"Concerto for 2 Trumpets in C Major, RV 537: III. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/a3d0eddb-98c8-3690-8554-01182428501b,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,2c8ZTy26dVZx2ndKkW5HG3,"Concerto for 2 Mandolins in G Major, RV 532: I. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/c2b0af44-cc23-3fad-a5db-acf9379ff405,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,0f4KMvf83NwJPPQ3nJXAIg,"Concerto for 2 Mandolins in G Major, RV 532: II. Andante",Antonio Vivaldi,http://data.doremus.org/expression/c2b0af44-cc23-3fad-a5db-acf9379ff405,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,56sdJIGjoUFoOJq3x50BvW,"Concerto for 2 Mandolins in G Major, RV 532: III. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/c2b0af44-cc23-3fad-a5db-acf9379ff405,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,0n9rt3X2Dydb3vwKORffsW,"Bassoon Concerto in F Major, RV 486: I. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/0dabf108-e139-3a89-8b2d-286bd34581df,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,0CLUL4ROk9CeKlQ7WUXRWu,"Bassoon Concerto in F Major, RV 486: II. Largo",Antonio Vivaldi,http://data.doremus.org/expression/0dabf108-e139-3a89-8b2d-286bd34581df,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,2hi6UhBowXFkVPjtICYjhX,"Bassoon Concerto in F Major, RV 486: III. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/0dabf108-e139-3a89-8b2d-286bd34581df,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,2FrsEuuIc9S1opJFCV6iFA,"L'incoronazione di Dario, RV 719: Mi va scherzando in sen",Antonio Vivaldi,http://data.doremus.org/expression/26497b26-9391-3b7e-85ac-36efe1d8e206,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,30h0HVJGaB1X0TuQEmg2CB,"La farfalletta s'aggira al lume, RV 660: Recitative",Antonio Vivaldi,http://data.doremus.org/expression/73d77729-82a7-375a-bd60-3437bbe6b5e5,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,07he8Ejjl4b7PNRQmwHjuE,"La farfalletta s'aggira al lume, RV 660: Aria: Vedro con nero velo",Antonio Vivaldi,http://data.doremus.org/expression/73d77729-82a7-375a-bd60-3437bbe6b5e5,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,2hojatMfr1m1jXqPCMCRcf,"Flute Concerto in A Minor, RV 445: I. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/638315d6-709d-36ef-9470-997436012154,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,6YlqHPr3uzrBC40W9RTucF,"Flute Concerto in A Minor, RV 445: II. Larghetto",Antonio Vivaldi,http://data.doremus.org/expression/638315d6-709d-36ef-9470-997436012154,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,0krZW8N2poDzby3Vx1sFmp,"Flute Concerto in A Minor, RV 445: III. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/638315d6-709d-36ef-9470-997436012154,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,1bfXbFDYS4soD97M4Rp5Qr,"Gloria, RV 588: Gloria in excelsis Deo",Antonio Vivaldi,http://data.doremus.org/expression/aa494b12-4b2b-3e7f-9ea6-dacc6cd7ff4a,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,6iZ3JpzIE11zRtiHbu365H,"Gloria, RV 588: Et in terra pax hominibus",Antonio Vivaldi,http://data.doremus.org/expression/aa494b12-4b2b-3e7f-9ea6-dacc6cd7ff4a,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,1A2pzbp4AvWmiNIlLFiCbv,"Gloria, RV 588: Laudamus te",Antonio Vivaldi,http://data.doremus.org/expression/aa494b12-4b2b-3e7f-9ea6-dacc6cd7ff4a,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,5rqUbtagl8UJeBLsn2kPeS,"Gloria, RV 588: Cum Sancto Spiritu",Antonio Vivaldi,http://data.doremus.org/expression/aa494b12-4b2b-3e7f-9ea6-dacc6cd7ff4a,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,615NwRNX5yXxCgmIlYlDEt,"Griselda, RV 718: Aria: Agitata da due venti",Antonio Vivaldi,http://data.doremus.org/expression/97e0b48f-d6cf-37a6-9805-5c091ce91f06,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,5rzt9XfD9VQ9G7ozVjB3Ml,"Violin Concerto in A Major, Op. 4, No. 5, RV 347: 12 Violin Concertos, Op. 4, 'La stravaganza': No. 5 in A Major, RV 347",Antonio Vivaldi,http://data.doremus.org/expression/70a55c84-b42e-3f90-831c-929bf91a3dae,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,5rdrAW8dsSVnyOfDcQELfg,"Chamber (Lute) Concerto in D Major, RV 93: I. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/b1f30e1d-b257-382f-8960-b4d618c91566,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,3tHoGjfWzlpGmZ4VvLbWyi,"Dixit Dominus in D Major, RV 595: Gloria Patri, Sicut erat in principio - Et in saecula saeculorum",Antonio Vivaldi,http://data.doremus.org/expression/ec323bfa-7bcf-31df-81ca-76575e2f7781,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,69AngWPco0T8JwzxZCQv5l,"Salve Regina in F Major, RV 617: Salve Regina",Antonio Vivaldi,http://data.doremus.org/expression/6b4e675c-8291-3d51-bffd-f19db604fcd4,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,24OxeLxRvLtsJ33o61Wv7o,"Violin Concerto in F Major, RV 292: I. Allegro - Adagio - Allegro - II. Adagio",Antonio Vivaldi,http://data.doremus.org/expression/dbffd28a-b4fe-3f47-9f32-faf5c9335791,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,7DhiADsFlnTvV105r8Goll,"Violin Concerto in G Major, RV 311 'In tromba marina': I. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/c711077f-4a54-3f8d-830f-9b0f594204da,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,0B5W8tc0vBoRAvIzvij9Y1,"Violin Concerto in G Major, RV 311 'In tromba marina': II. Andante",Antonio Vivaldi,http://data.doremus.org/expression/c711077f-4a54-3f8d-830f-9b0f594204da,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,0zYTFo0lDl7XiHZ8ntt4e5,"Violin Concerto in G Major, RV 311 'In tromba marina': III. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/c711077f-4a54-3f8d-830f-9b0f594204da,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,4hqq90912WvgjO6cVudKbi,"Flute Concerto in D Minor, RV 431a, 'Il Gran Mogol': I. Allegro non molto",Antonio Vivaldi,,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,64GJ8Rz3HHyehGYXuJjeAD,"Bassoon Concerto in D Minor, RV 482: Concerto for bassoon in D Minor, RV 482: Allegro molto (fragment)",Antonio Vivaldi,,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,0AmaHFTCPxWFuvuW2ThG1i,"Recorder Concerto in G Major, RV 312: I. Allegro molto (reconstructed by A. Chandler)",Antonio Vivaldi,http://data.doremus.org/expression/f7f23ffb-31b9-3b6c-873a-049c138ee74e,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,5l7tza0vtp1X1910mNJVst,"Flute Concerto in F Major, Op. 10 No. 1, RV 433 'La tempesta di mare': I. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/a2986072-13dc-3580-ab1e-7f7b10e9accb,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,0h5AqPMMedFMhqofotsAk2,"Flute Concerto in F Major, Op. 10 No. 1, RV 433 'La tempesta di mare': II. Largo",Antonio Vivaldi,http://data.doremus.org/expression/a2986072-13dc-3580-ab1e-7f7b10e9accb,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,6vjR8HaNmBD9TwXaA16ECx,"Flute Concerto in F Major, Op. 10 No. 1, RV 433 'La tempesta di mare': III. Presto",Antonio Vivaldi,http://data.doremus.org/expression/a2986072-13dc-3580-ab1e-7f7b10e9accb,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,3YYj7q8YuzqGXar4NUanNc,"Oboe Sonata in C Minor, RV 53: I. Adagio",Antonio Vivaldi,http://data.doremus.org/expression/29944534-d4f9-39f3-a2c2-86e6c2700521,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,5WKeDNCRKjO2ZZrKadbLlB,"Oboe Sonata in C Minor, RV 53: II. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/29944534-d4f9-39f3-a2c2-86e6c2700521,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,3eEmCydaqjfzvoTYTd3Kkv,"Oboe Sonata in C Minor, RV 53: III. Andante",Antonio Vivaldi,http://data.doremus.org/expression/29944534-d4f9-39f3-a2c2-86e6c2700521,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
0K7eJJa4mjtkp8pcBhvtpR,Need to Know: Vivaldi,34k2Hv00buayA1I1tLoE2O,"Oboe Sonata in C Minor, RV 53: IV. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/29944534-d4f9-39f3-a2c2-86e6c2700521,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,0dceTPlkqYy0qV7yBhYTTh,Joy to the World,Traditional,,
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,5yw9QY3Au6hShZgCyP7zhB,"Cantata, BWV 147: Jesus bleibet meine Freude",Johann Sebastian Bach,http://data.doremus.org/expression/198043d5-74f7-3c91-ab9b-8e4fd3757a57,http://data.doremus.org/artist/269cec9d-5025-3a8a-b2ef-4f7acb088f2b
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,1xsp1eVYfxMFdRd0qw4cW7,Silent Night,Franz Xaver Gruber,,http://data.doremus.org/artist/ab653427-f044-3377-b6ef-414451cff972
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,5xkxDbwpsKhziUrGWnvh1c,White Christmas,Irving Berlin,http://data.doremus.org/expression/260e6777-fbaa-3c79-b8eb-a01c86e82b6e,http://data.doremus.org/artist/b7e0ee03-6812-3140-8ee2-bfd90c33f128
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,7bbX8hv7rsQtvD5eb9ukgS,"Mass, Op. 12: V. Panis Angelicus",César Franck,,http://data.doremus.org/artist/73fb2260-be2c-3859-9752-c557f7457d8c
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,6OeE5ehtbapUHWQ1YhAUHZ,"Ave Maria, 'Ellens Gesang III', Op. 52/6, D. 839",Franz Schubert,http://data.doremus.org/expression/8b7b10d3-d97e-3a6d-a3fd-b9f8533468cc,http://data.doremus.org/artist/03954109-0253-35d6-a70e-89ab27dea09c
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,1Mpm6AuUBfyGaXPh9YgUfO,The Twelve Days of Christmas,Traditional,,
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,1s97JtZmQJof59hf98TgPc,The Shepherds' Farewell,Hector Berlioz,,http://data.doremus.org/artist/69896139-4b18-30ff-bc65-7c14e18f1707
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,0u9CfvJDW3mwivYkz9BKS2,"The Nutcracker Ballet, Op. 71 (Highlights): Act II: Dance of the Sugar-Plum Fairy, Variation II",Pyotr Ilyich Tchaikovsky,,
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,0dqw7sD9DQhXutlWif9WNO,"O Little One Sweet, BWV 493",The Piano Guys,,
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,1UrTCOvyJjjfV8cGMsAbk5,Have Yourself a Merry Little Christmas,Alexis Ffrench,,
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,6F6pPVB4be9yYuIJjrKITT,"Pavane, Op. 50 (Arr. for Chamber Ensemble)",Gabriel Fauré,http://data.doremus.org/expression/82291aed-4304-3d59-8683-3b2f5e9ece4c,http://data.doremus.org/artist/c2e25a07-7a54-335a-9a9e-e20a47713a7d
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,22G2EZ6blnzMoXhegOJwnJ,"The Nutcracker Ballet, Op. 71 (Highlights): Act II: No. 12 Divertissement: Dance of the Flutes",Pyotr Ilyich Tchaikovsky,,
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,6USjgM2SeNSUOTKTU8NanB,"The Four Seasons - Violin Concerto in E Major, RV 269, 'La Primavera': I. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/6dd59267-fef0-392d-911f-7abbe676e289,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,34LDiQcSi0NnLzf4c6uHFZ,"Mandolin Concerto in C Major, RV 425: I. Allegro",Antonio Vivaldi,http://data.doremus.org/expression/a92e4136-1b13-318c-9dcc-921b208d3822,http://data.doremus.org/artist/b34f92ab-ad86-361b-a8b8-5c3a4db784d0
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,5eWMnPCFdhgKYIXzL4apPx,"Magnificat en mi bémol majeur, BWV 243a: 'Deposuit potentes'",Johann Sebastian Bach,http://data.doremus.org/expression/19c80089-0c57-3c82-b71d-7440c974feaf,http://data.doremus.org/artist/269cec9d-5025-3a8a-b2ef-4f7acb088f2b
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,06MWWxWRuBtYxcJP71tN0q,Comptine d'un autre été: l'après-midi,Yann Tiersen,,http://data.doremus.org/artist/3ee7be49-dc6b-3dbd-968a-1c9772add360
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,5dk5p4nhftmsSnocz8kHM7,Gymnopédie No. 1,Erik Satie,http://data.doremus.org/expression/77bfcd0f-bdf7-302c-a988-86e760e19846,http://data.doremus.org/artist/c536e11e-7871-3469-b913-1883b0b60e98
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,4jeh9ZloYVCqvQw17Dg1Mh,Game of Thrones Medley,2Cellos,,
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,3HK73Rwx6APfpSNXRFeSMp,VII. Waltz II,Dmitri Shostakovich,,http://data.doremus.org/artist/434764e7-d309-3e4a-b745-32e51891c80c
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,5gYvNnYR1dG9snvjvy2AGj,No. 1 in G Minor,Johannes Brahms,http://data.doremus.org/expression/4554a58c-58fc-3d9c-8eef-20cbf1e659c2,http://data.doremus.org/artist/f9a2ac39-a62d-3be2-8abb-e564de0ec96d
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,3WO4pJNow1p5DwDSh1s5wi,Caruso,Lucio Dalla,http://data.doremus.org/expression/11353367-0287-309d-becd-afd9837fe8ff,http://data.doremus.org/artist/f1cc5d7c-9880-3fa4-9844-83eea377c719
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,0PFRwEbjS61uwlUcCdnCdT,"Act II: Deh vieni alla finestra (No. 16, Canzonetta: Don Giovanni)",Wolfgang Amadeus Mozart,,http://data.doremus.org/artist/4802a043-23bb-3b8d-a443-4a3bd22ccc63
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,2pmIi2tzVNQg9euVmTgGws,"Was mir behagt, ist nur die muntre Jagd, BWV 208: IX. Schafe können sicher weiden (Arr. for Piano)",Johann Sebastian Bach,http://data.doremus.org/expression/eafc92cd-a788-3edc-b884-5b7d33bd22b9,http://data.doremus.org/artist/269cec9d-5025-3a8a-b2ef-4f7acb088f2b
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,2kyEgPaAW8wdpvevPnkf0Z,Ave Maria,Johann Sebastian Bach,,http://data.doremus.org/artist/269cec9d-5025-3a8a-b2ef-4f7acb088f2b
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,0PAE20kLAkHj0l4Eb81FnR,"Toccata in C Minor, BWV 911: Toccata",Johann Sebastian Bach,http://data.doremus.org/expression/22ba831e-c1ce-3150-96ce-d733e0d9637b,http://data.doremus.org/artist/269cec9d-5025-3a8a-b2ef-4f7acb088f2b
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,25hkRq63EvIcVsG4RK7Ljz,"Turandot, Atto III: 'Nessun Dorma'",Giacomo Puccini,http://data.doremus.org/expression/8e662278-74ea-305f-9e17-cfc290d273d5,http://data.doremus.org/artist/5bcd515f-354f-30f8-ae0a-c42b65536d9f
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,4skgRL0Ug5BlRNTIypwPQq,"Grande Valse Brillante Op. 18, No. 1 in E-Flat Major",Frédéric Chopin,http://data.doremus.org/expression/9ce5679d-1aa4-307c-85ae-b24b36692fb3,http://data.doremus.org/artist/00f6e16d-7cd8-3d52-ad65-5f5e85e42123
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,0OVK1MteIBXXJARVHFFhXY,"Rigoletto, Atto III, Canzone: 'La donna è mobile'",Giuseppe Verdi,http://data.doremus.org/expression/83485101-69c2-3871-8413-8ea13db5267e,http://data.doremus.org/artist/b82c0771-5280-39af-ad2e-8ace2f4ebda3
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,2ljIbH70elRye0PuABkGoi,Three Movements from Petrushka: I. Russian Dance,Igor Stravinsky,,http://data.doremus.org/artist/1f1c9292-087a-3ac7-b854-84e213e69dc6
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,7bLO26TCJyyqNysj6hcuEf,"Agrippina, HWV 6, Act II, Seene 21: Ogni vento ch'al porto lo spinga",George Frideric Handel,http://data.doremus.org/expression/06af3da8-b3ae-3ab4-a622-808bec39348f,http://data.doremus.org/artist/ed7eb4d4-1e91-3a02-8e07-cbf857031127
1NNYUduxzrtLDYoyTjAMmW,Je n'aime pas le Classique,1ayHmIBh7HbITc1IvUvi8s,"Lakmé, Act 1: Dôme épais le jasmin 'Flower Duet'",Léo Delibes,http://data.doremus.org/expression/c69faef6-b58c-3d32-9a82-449add7156ab,http://data.doremus.org/artist/550348ea-82c1-3823-8f89-036fe612b4ea
