playlist_id,track_id,track_title,track_composer,work_match,composer_match
FM-401_20161219_00-23,17,Pierrot lunaire op 21 : Der Dandy - pour soprano et ensemble instrumental,Arnold Schoenberg,http://example.com/expression/cbd9dcfe-825b-3d10-90b2-9a2c3912a4e7,http://example.com/artist/4f0d5849-995f-3b9a-99ca-d597d79ae095
FM-401_20161219_00-23,18,Pierrot lunaire op 21 : Eine blasse Wäscherin - pour soprano et ensemble instrumental,Arnold Schoenberg,http://example.com/expression/cbd9dcfe-825b-3d10-90b2-9a2c3912a4e7,http://example.com/artist/4f0d5849-995f-3b9a-99ca-d597d79ae095
FM-401_20161219_00-23,19,Pierrot lunaire op 21 : Valse de Chopin - pour soprano et ensemble instrumental,Arnold Schoenberg,http://example.com/expression/cbd9dcfe-825b-3d10-90b2-9a2c3912a4e7,http://example.com/artist/4f0d5849-995f-3b9a-99ca-d597d79ae095
FM-401_20161219_00-23,20,Pierrot lunaire op 21 : Madonna - pour soprano et ensemble instrumental,Arnold Schoenberg,http://example.com/expression/cbd9dcfe-825b-3d10-90b2-9a2c3912a4e7,http://example.com/artist/4f0d5849-995f-3b9a-99ca-d597d79ae095
FM-401_20161219_00-23,21,Pierrot lunaire op 21 : Der kranke Mond - pour soprano et ensemble instrumental,Arnold Schoenberg,http://example.com/expression/cbd9dcfe-825b-3d10-90b2-9a2c3912a4e7,http://example.com/artist/4f0d5849-995f-3b9a-99ca-d597d79ae095
FM-401_20161219_00-23,23,Pièce op 44 n°5 pour piano : Notturno,Giuseppe Martucci,,http://example.com/artist/28a40c43-285d-32bd-bf71-939159718868
FM-401_20161219_00-23,24,Auf dem Wasser zu singen op 72 D 774,,,
FM-401_20161219_00-23,25,Water Music : Suite n°2 en Ré Maj HWV 349 : Menuet,Georg Friedrich Haendel,http://example.com/expression/39cbc942-42af-3d0f-b1b2-0e7cd5baf999,http://example.com/artist/ed7eb4d4-1e91-3a02-8e07-cbf857031127
FM-401_20161219_00-23,26,Water Music : Suite n°2 en Ré Maj HWV 349 : Rigaudon I,Georg Friedrich Haendel,http://example.com/expression/75ade3fb-57d6-3beb-976e-e7718fd79999,http://example.com/artist/ed7eb4d4-1e91-3a02-8e07-cbf857031127
FM-401_20161219_00-23,27,Water Music : Suite n°2 en Ré Maj HWV 349 : Rigaudon II,Georg Friedrich Haendel,http://example.com/expression/39cbc942-42af-3d0f-b1b2-0e7cd5baf999,http://example.com/artist/ed7eb4d4-1e91-3a02-8e07-cbf857031127
FM-401_20161219_00-23,29,Quand'eu vejo las ondas - pour voix a cappella,Vivabiancaluna Biffi,,
FM-401_20161219_00-23,30,Prélude sur Ondas do mar de Vigo - pour frestel,,,
FM-401_20161219_00-23,31,Cantigas de amigo : Ondas do mar de Vigo - pour voix et vihuela ou aulos,Martin Codax,,http://example.com/artist/5303c66f-8ef7-3d49-845f-b1260dfe5a52
FM-401_20161219_00-23,32,First reflexion - pour vihuela - pour vihuela,Vivabiancaluna Biffi,,
FM-401_20161219_00-23,34,L'ondin op 107 B 195,Anton Dvorak,,http://example.com/artist/4b43a26b-1a44-3d19-b257-758661f4859c
FM-401_20161219_00-23,36,Concerto n°2 en Si bémol Maj op 83 : Allegro non troppo,Johannes Brahms,http://example.com/expression/6f323a52-ae94-360c-85c7-a7419018d544,http://example.com/artist/f9a2ac39-a62d-3be2-8abb-e564de0ec96d
FM-401_20161219_00-23,37,Concerto n°2 en Si bémol Maj op 83 : Allegro appassionato,Johannes Brahms,http://example.com/expression/6f323a52-ae94-360c-85c7-a7419018d544,http://example.com/artist/f9a2ac39-a62d-3be2-8abb-e564de0ec96d
FM-401_20161219_00-23,38,Concerto n°2 en Si bémol Maj op 83 : Andante,Johannes Brahms,http://example.com/expression/6f323a52-ae94-360c-85c7-a7419018d544,http://example.com/artist/f9a2ac39-a62d-3be2-8abb-e564de0ec96d
FM-401_20161219_00-23,39,Concerto n°2 en Si bémol Maj op 83 : Allegretto grazioso,Johannes Brahms,http://example.com/expression/6f323a52-ae94-360c-85c7-a7419018d544,http://example.com/artist/f9a2ac39-a62d-3be2-8abb-e564de0ec96d
FM-401_20161219_00-23,41,Quatuor à cordes n°3 en la min op 33 : Vivace giocoso,Erno Dohnanyi,http://example.com/expression/d3733367-3e00-3260-8f99-959384832a1a,http://example.com/artist/fe162916-7db7-3598-8e60-acf2e10f87b6
FM-401_20161219_00-23,42,6 danses populaires roumaines Sz 56 BB 68 : Danse de ceux de bucium - arrangement pour violon et piano,Bela Bartok,,http://example.com/artist/3f96eea4-90fa-3ce5-bc52-ebd4965b0792
FM-401_20170102_00-23,3,Pini di Roma P 141 : I pini di Villa Borghese,Ottorino Respighi,,http://example.com/artist/744e54f3-d9b2-3e16-a3a9-86ed41d8ee6d
FM-401_20170102_00-23,4,Pini di Roma P 141 : Pini presso una catacomba,Ottorino Respighi,,http://example.com/artist/744e54f3-d9b2-3e16-a3a9-86ed41d8ee6d
FM-401_20170102_00-23,5,Pini di Roma P 141 : II pini del Gianicolo,Ottorino Respighi,,http://example.com/artist/744e54f3-d9b2-3e16-a3a9-86ed41d8ee6d
FM-401_20170102_00-23,6,Pini di Roma P 141 : I pini della Via Appia,Ottorino Respighi,,http://example.com/artist/744e54f3-d9b2-3e16-a3a9-86ed41d8ee6d
FM-401_20170102_00-23,8,Paris - suite symphonique : Le métro,Jacques Ibert,http://example.com/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e,http://example.com/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
FM-401_20170102_00-23,9,Paris - suite symphonique : Faubourgs,Jacques Ibert,http://example.com/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e,http://example.com/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
FM-401_20170102_00-23,10,Paris - suite symphonique : La mosquée de Paris,Jacques Ibert,http://example.com/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e,http://example.com/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
FM-401_20170102_00-23,11,Paris - suite symphonique : Restaurant au bois de Boulogne,Jacques Ibert,http://example.com/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e,http://example.com/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
FM-401_20170102_00-23,12,Paris - suite symphonique : Le paquebot Île-de-France,Jacques Ibert,http://example.com/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e,http://example.com/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
FM-401_20170102_00-23,13,Paris - suite symphonique : Parade foraine,Jacques Ibert,http://example.com/expression/84d2bfea-ab0d-3892-b010-b9f6dad4e41e,http://example.com/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
FM-401_20170102_00-23,14,Les maries de la tour eiffel : la baigneuse de trouville,,,
FM-401_20170102_00-23,16,Une nuit à Lisbonne op 63 - pour orchestre,Camille Saint Saens,http://example.com/expression/8f7690bf-c56d-331c-9914-606c2b3e3315,http://example.com/artist/a4e8f64d-3411-3eb4-8e09-59e24bc26bf3
FM-401_20170102_00-23,17,Dom Sebastien roi de portugal : O lisbonne o ma patrie (Acte III) air de camoens,Gaetano Donizetti,http://example.com/expression/2f00cfba-6b92-3794-93c2-832d8e25c21d,http://example.com/artist/68e29620-4479-3e32-8961-53e614654d02
FM-401_20170102_00-23,19,Capriccio alla turca sur des motifs des Ruines d'Athènes de Beethoven S 388,Franz Liszt,,http://example.com/artist/aabcd2ee-ac9b-30f2-8096-e9de8b3c7a81
FM-401_20170102_00-23,20,Les ruines d'Athènes op 113 : Ouverture,Ludwig Van Beethoven,http://example.com/expression/fc30b31f-b875-31a9-8227-38a53b01f1e2,http://example.com/artist/6963af5e-b126-3d40-a84b-97e0b78f5452
FM-401_20170102_00-23,22,Tableaux d'une exposition : La grande porte de Kiev (Kartinki s vïstavki) - pour orchestre,Modeste Moussorgski,http://example.com/expression/c1f2d8cf-95ae-34f8-ab4c-6e29d12bbf3e,http://example.com/artist/6513ebdd-6347-32ef-a5ae-d2cd54954e1e
FM-401_20170102_00-23,23,Etudes : Madrid - pour quatuor à cordes et une étude pour pianola,Igor Stravinsky,,http://example.com/artist/1f1c9292-087a-3ac7-b854-84e213e69dc6
FM-401_20170102_00-23,25,Symphonie n°7 en Ut Maj op 60 (Leningrad) : Allegretto,Dimitri Chostakovitch,http://example.com/expression/aeccb988-1564-3e0d-abed-a875ef29fcfe,http://example.com/artist/434764e7-d309-3e4a-b745-32e51891c80c
FM-401_20170102_00-23,26,Symphonie n°5 en ut dièse min : Adagietto,Gustav Mahler,http://example.com/expression/1a410876-006e-33f0-86d0-b26debffed79,http://example.com/artist/15871fdd-5523-3f09-beb2-82cdd26c2766
FM-401_20170102_00-23,28,Fiorir rose in mezo al giasso,Benjamin Britten,,http://example.com/artist/c23f132e-5813-39f5-aeaa-106738ff9123
FM-401_20170102_00-23,29,"One moment, if you please",Benjamin Britten,,http://example.com/artist/c23f132e-5813-39f5-aeaa-106738ff9123
FM-401_20170102_00-23,31,Escales : Rome - Palerme,Jacques Ibert,http://example.com/expression/d075a668-9b05-3656-9125-921b081ce058,http://example.com/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
FM-401_20170102_00-23,32,Escales : Tunis - Nefta,Jacques Ibert,http://example.com/expression/648a238b-bfec-33ed-af0e-d88b7d725e7e,http://example.com/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
FM-401_20170102_00-23,33,Escales : Valence,Jacques Ibert,http://example.com/expression/648a238b-bfec-33ed-af0e-d88b7d725e7e,http://example.com/artist/fe285a82-eb65-35f6-9dfb-5fb426610091
FM-401_20170102_00-23,35,A london symphony : Scherzo (nocturne) - allegro vivace,Ralph Vaughan Williams,http://example.com/expression/3d712489-b0e0-3672-9579-5f7542d98b86,http://example.com/artist/71ec171d-965b-3967-b87b-262c514c01bd
FM-401_20170102_00-23,36,Soirées de Vienne S 427 (intégrale) : Valse-caprice en La bémol Maj S 427 n°9,Franz Liszt,http://example.com/expression/0d9fd768-0dd8-3d72-a0c4-973ccd4f8c42,http://example.com/artist/aabcd2ee-ac9b-30f2-8096-e9de8b3c7a81
FM-401_20170102_00-23,38,Symphonie n°38 en Ré Maj K 504 - Prague : I. Adagio - allegro,Wolfgang Amadeus Mozart,http://example.com/expression/f3f23bbc-549a-340d-bd56-ec6abc97a7a0,http://example.com/artist/4802a043-23bb-3b8d-a443-4a3bd22ccc63
FM-401_20170102_00-23,39,Symphonie n°38 en Ré Maj K 504 - Prague : II. Andante,Wolfgang Amadeus Mozart,http://example.com/expression/f3f23bbc-549a-340d-bd56-ec6abc97a7a0,http://example.com/artist/4802a043-23bb-3b8d-a443-4a3bd22ccc63
FM-401_20170102_00-23,40,Symphonie n°38 en Ré Maj K 504 - Prague : III. Finale. Presto,Wolfgang Amadeus Mozart,http://example.com/expression/f3f23bbc-549a-340d-bd56-ec6abc97a7a0,http://example.com/artist/4802a043-23bb-3b8d-a443-4a3bd22ccc63
FM-401_20170109_00-02,3,Le soleil resplendit sur notre mère patrie op 90 - pour choeur de garçons choeur mixte et orchestre,Dimitri Chostakovitch,,http://example.com/artist/434764e7-d309-3e4a-b745-32e51891c80c
FM-401_20170109_00-02,4,6 pièces lyriques op 54 : Nocturne op 54 n°4 . Notturno,Edouard Grieg,http://example.com/expression/70f5ec56-3836-3a7b-980d-d7330c483c2b,http://example.com/artist/182eb912-5a5b-3082-9008-9d46d47548ca
FM-401_20170109_00-02,6,Quintette op 50 : Andante - pour violon hardanger et quatuor à cordes,Johan Kvandal,,http://example.com/artist/c3feeb61-2a86-30a3-820e-8f8401ec8324
FM-401_20170109_00-02,7,Quintette op 50 : Allegro - pour violon hardanger et quatuor à cordes,Johan Kvandal,,http://example.com/artist/c3feeb61-2a86-30a3-820e-8f8401ec8324
FM-401_20170109_00-02,8,100 mélodies folkloriques de Hardanger op 151 : Suite n°2 - pour orchestre d'harmonie / 3 extraits : 1. Mélodie n°20 : Livraison de bière forte dans les montagnes,Geirr Tveitt,http://example.com/expression/8e682926-051b-3931-835c-23352a794990,http://example.com/artist/6e32d7bc-1634-3512-85c3-e38b5debc0e6
FM-401_20170109_00-02,9,100 mélodies folkloriques de Hardanger op 151 : Suite n°2 - pour orchestre d'harmonie / 3 extraits : 2. Mélodie n°23 : La chanson du tétras des neiges sur le glacier de Folgafodne,Geirr Tveitt,http://example.com/expression/8e682926-051b-3931-835c-23352a794990,http://example.com/artist/6e32d7bc-1634-3512-85c3-e38b5debc0e6
FM-401_20170109_00-02,10,100 mélodies folkloriques de Hardanger op 151 : Suite n°2 - pour orchestre d'harmonie / 3 extraits : 3. Mélodie n°29 : La fille de la montagne descendant à ski,Geirr Tveitt,http://example.com/expression/8e682926-051b-3931-835c-23352a794990,http://example.com/artist/6e32d7bc-1634-3512-85c3-e38b5debc0e6
FM-401_20170109_00-02,12,Concerto n°1 en si bémol min op 1 : Molto moderato e maestoso - pour piano et orchestre / version originale,Wilhelm Stenhammar,http://example.com/expression/1aa69ecc-13ff-3ae5-9cad-d77001c5d321,http://example.com/artist/13574b50-511a-33e2-8d07-871af8fa21e1
FM-401_20170109_00-02,13,Concerto n°1 en si bémol min op 1 : Vivacissimo - pour piano et orchestre / version originale,Wilhelm Stenhammar,http://example.com/expression/1aa69ecc-13ff-3ae5-9cad-d77001c5d321,http://example.com/artist/13574b50-511a-33e2-8d07-871af8fa21e1
FM-401_20170109_00-02,14,Concerto n°1 en si bémol min op 1 : Andante - pour piano et orchestre / version originale,Wilhelm Stenhammar,http://example.com/expression/1aa69ecc-13ff-3ae5-9cad-d77001c5d321,http://example.com/artist/13574b50-511a-33e2-8d07-871af8fa21e1
FM-401_20170109_00-02,15,Concerto n°1 en si bémol min op 1 : Allegro commodo - pour piano et orchestre / version originale,Wilhelm Stenhammar,http://example.com/expression/1aa69ecc-13ff-3ae5-9cad-d77001c5d321,http://example.com/artist/13574b50-511a-33e2-8d07-871af8fa21e1
FM-401_20170109_00-02,17,Valse triste op 44 n°1 - pour cordes / réduction pour piano de 1904,Jean Sibelius,,http://example.com/artist/72b3b303-5c15-319f-9c31-dc73b5b0fe74
FM-401_20170109_00-02,18,Kanon pokajanen : Ode I - pour choeur a cappella,Arvo Part,http://example.com/expression/479dace4-a4e7-3d6e-adfe-9588d4b2d175,http://example.com/artist/aa8eafd4-28a5-35c1-8c8b-2e0284f23eda
FM-401_20170109_00-02,20,Quatuor à cordes n°1 en sol min op 27 : Romanze : Andantino,Edouard Grieg,http://example.com/expression/ce7d504f-879d-3b97-b78a-b63fb8fcf343,http://example.com/artist/182eb912-5a5b-3082-9008-9d46d47548ca
FM-401_20170109_00-02,21,Symphonie en ut dièse min vb 140 : Andante di molto,Joseph Martin Kraus,,http://example.com/artist/821f1dd5-3139-3a98-9fa8-84176680cd9c
FM-401_20170109_00-02,22,Symphonie en ut dièse min vb 140 : Andantino,Joseph Martin Kraus,,http://example.com/artist/821f1dd5-3139-3a98-9fa8-84176680cd9c
FM-401_20170109_00-02,23,Symphonie en ut dièse min vb 140 : Minuetto 1,Joseph Martin Kraus,,http://example.com/artist/821f1dd5-3139-3a98-9fa8-84176680cd9c
FM-401_20170109_00-02,24,Symphonie en ut dièse min vb 140 : Allegro,Joseph Martin Kraus,,http://example.com/artist/821f1dd5-3139-3a98-9fa8-84176680cd9c
FM-401_20170109_00-02,26,Sonate n°6 en mi maj : Adagio sostenuto,Johann Gottlieb Naumann,,http://example.com/artist/7f63b0ad-cb08-3ade-b088-bbf272658839
FM-401_20170109_00-02,27,Sonate n°6 en mi maj : Menuetto,Johann Gottlieb Naumann,,http://example.com/artist/7f63b0ad-cb08-3ade-b088-bbf272658839
FM-401_20170109_00-02,28,Renaissance op 57 pour harmonium d'art : Tambourin et musette,Sigfrid Karg-Elert,,http://example.com/artist/189791fc-24c1-3150-9713-ab3608654d19
FM-401_20170109_00-02,29,Portraits op 101 pour harmonium d'art / 1er cahier : Portraits n°1 a 13 : 11. Wenn der tag ausklingt,Sigfrid Karg-Elert,,http://example.com/artist/189791fc-24c1-3150-9713-ab3608654d19
FM-401_20170109_00-02,30,Sonate en la min op 36 - pour violoncelle et piano : 2. Andante molto tranquillo,Edouard Grieg,http://example.com/expression/4c88634a-0d3b-3c12-9f8b-e3da874fc163,http://example.com/artist/182eb912-5a5b-3082-9008-9d46d47548ca
FM-401_20170109_00-02,31,Melodies op 4 : Es raucht eine welle,Hugo Alfven,http://example.com/expression/79c364e4-a5f9-3af7-9f3f-0dcbe2c58e98,http://example.com/artist/b808aa56-62c8-3133-b411-b141f73be1ff
FM-401_20170109_00-02,32,O stode du I kylig blast op 6 / O wert thou in the cauld bast op 6,Hugo Alfven,,http://example.com/artist/b808aa56-62c8-3133-b411-b141f73be1ff
FM-401_20170109_00-02,34,Symphonie n°5 en Mi bémol Maj op 82 : Tempo molto moderato - Allegro moderato,Jean Sibelius,http://example.com/expression/bc4fad0f-d8b7-37e4-83a8-0e7697bae43b,http://example.com/artist/72b3b303-5c15-319f-9c31-dc73b5b0fe74
FM-401_20170109_00-02,35,Symphonie n°5 en Mi bémol Maj op 82 : Andante mosso quasi allegretto,Jean Sibelius,http://example.com/expression/bc4fad0f-d8b7-37e4-83a8-0e7697bae43b,http://example.com/artist/72b3b303-5c15-319f-9c31-dc73b5b0fe74
FM-401_20170109_00-02,36,Symphonie n°5 en Mi bémol Maj op 82 : Allegro molto - Un pochettino largamente,Jean Sibelius,http://example.com/expression/bc4fad0f-d8b7-37e4-83a8-0e7697bae43b,http://example.com/artist/72b3b303-5c15-319f-9c31-dc73b5b0fe74
FM-401_20170116_00-02,3,Quatuor à cordes n°1 en mi min T 116 (Z meho zivota) : Allegro vivo appassionato,Bedrich Smetana,http://example.com/expression/b2491af7-913d-38d1-9340-ef41da27560e,http://example.com/artist/9dbaadc5-e795-3306-982c-8b2bd5187340
FM-401_20170116_00-02,4,Symphonie fantastique op 14 (Episode de la vie d'un artiste op 14) : Rêveries - Passions - pour orchestre,Hector Berlioz,http://example.com/expression/ee3a666a-9867-3f81-8d28-798ea72f66c1,http://example.com/artist/69896139-4b18-30ff-bc65-7c14e18f1707
FM-401_20170116_00-02,5,La vie brève : Danse espagnole n°1 pour orchestre / réduction pour harpe,Manuel De Falla,http://example.com/expression/bb682222-5671-389a-b3ed-a8317e8beb9e,http://example.com/artist/5733cce8-28b7-3099-a2b2-a5c1c3333f17
FM-401_20170116_00-02,7,La vie parisienne : Ouverture,Jacques Offenbach,http://example.com/expression/cb4d838e-f388-31a5-bf23-153c703a8117,http://example.com/artist/90a1934c-84f6-3604-b95e-b311ad0e85c9
FM-401_20170116_00-02,8,España - rapsodie pour orchestre,Emmanuel Chabrier,http://example.com/expression/16515dda-a401-3064-a19c-464f549c8126,http://example.com/artist/3c178aab-26f9-359b-bcd3-36f5ff6e39e0
FM-401_20170116_00-02,10,L'opera de quat'sous : Suite : Ballade de la vie agreable,Kurt Weill,http://example.com/expression/14a08fdf-13e8-38b9-9f12-b257b5401bf0,http://example.com/artist/55cf22c5-ba2f-3e63-9004-d8eed4b9854b
FM-401_20170116_00-02,11,L'opera de quat'sous : Chanson de polly,Kurt Weill,http://example.com/expression/7ba97606-56c2-321c-9703-9aa617bfe395,http://example.com/artist/55cf22c5-ba2f-3e63-9004-d8eed4b9854b
FM-401_20170116_00-02,12,L'opera de quat'sous : Tango-ballade,Kurt Weill,http://example.com/expression/14a08fdf-13e8-38b9-9f12-b257b5401bf0,http://example.com/artist/55cf22c5-ba2f-3e63-9004-d8eed4b9854b
FM-401_20170116_00-02,13,Giration pour ensemble instrumental,Gabriel Pierne,,http://example.com/artist/298ac455-861f-34c5-8a1a-3d0e08d79756
FM-401_20170116_00-02,15,Goyescas : Intermezzo - arrangement pour saxophone et piano,Enrique Granados,http://example.com/expression/10c7e990-1e08-3e8a-ab17-38ef16186681,http://example.com/artist/f482df1a-9990-3708-8950-674bad8c4289
FM-401_20170116_00-02,16,Entre Av'e Eva,Alphonse X Le Sage,,http://example.com/artist/586007a2-4bda-30c5-a35c-f6475834643f
FM-401_20170116_00-02,17,Pero que seja a gente (csm 181),Alphonse X Le Sage,,http://example.com/artist/586007a2-4bda-30c5-a35c-f6475834643f
FM-401_20170116_00-02,19,Harmonies poetiques et religieuses S 173 : Andante,Franz Liszt,http://example.com/expression/055b0dae-e255-351f-a980-0979d59150e4,http://example.com/artist/aabcd2ee-ac9b-30f2-8096-e9de8b3c7a81
FM-401_20170116_00-02,20,Symphonie nº3 en Mi bémol Maj op 97 rhenane : Scherzo,Robert Schumann,http://example.com/expression/c5040700-5936-3eda-b6e9-ed75621d96eb,http://example.com/artist/f753314d-87a7-32a9-9218-da98ae4f9812
FM-401_20170116_00-02,21,Quatuor à cordes en Mi bémol Maj : Romanze,Fanny Mendelssohn-Hensel,http://example.com/expression/552fd676-2c94-3c0d-b261-0f40192b6356,http://example.com/artist/9b3dbf3b-d8af-3f26-ab69-85f637c99c73
FM-401_20170116_00-02,22,Le songe d'une nuit d'ete op 61 : II. Scherzo,Felix Mendelssohn,http://example.com/expression/809fc85f-e58e-364b-80c1-18f0975f2907,http://example.com/artist/c02d29d9-0ab1-376e-a104-ae6184064092
FM-401_20170116_00-02,23,Sonate n°21 en Si bémol Maj D 960 : Scherzo - pour piano,Franz Schubert,http://example.com/expression/1af7d27f-fd2f-3bcd-a64e-b90881b68058,http://example.com/artist/03954109-0253-35d6-a70e-89ab27dea09c
FM-401_20170116_00-02,25,Verlor'ne müh',Gustav Mahler,http://example.com/expression/671bc956-af26-35df-a15e-27236826b9df,http://example.com/artist/15871fdd-5523-3f09-beb2-82cdd26c2766
FM-401_20170116_00-02,26,Wo die schönen trompeten blasen,Gustav Mahler,http://example.com/expression/d50386c4-3096-35d7-ac4a-e9b2b1032ac4,http://example.com/artist/15871fdd-5523-3f09-beb2-82cdd26c2766
FM-401_20170116_00-02,27,Lob des hohen verstandes,Gustav Mahler,http://example.com/expression/022788c4-b89f-338f-a3cc-ef67998e6596,http://example.com/artist/15871fdd-5523-3f09-beb2-82cdd26c2766
FM-401_20170116_00-02,28,Les patineurs (valse op183),Emile Waldteufel,,http://example.com/artist/9a95e0c1-6057-3387-86af-7acbc1367ee0
FM-401_20170116_00-02,30,Sonate-II,Richard Strauss,,http://example.com/artist/157157ef-1cb3-3fc7-a4f7-2531989fc942
FM-401_20170116_00-02,31,Quatuor a cordes en mi min op 121 : Allegro,Gabriel Faure,http://example.com/expression/77138245-7047-37af-8b28-7a0468823aa4,http://example.com/artist/c2e25a07-7a54-335a-9a9e-e20a47713a7d
FM-401_20170116_00-02,32,Fantaisie L 73 : Andante ma non troppo - Allegro giusto - pour piano et orchestre,Claude Debussy,,http://example.com/artist/bcf39e82-e208-3049-b550-1feaae6071a6
FM-401_20170116_00-02,33,Serenade,,,
FM-401_20170116_00-02,35,Adagio op 226 - pour orgue,Charles Koechlin,http://example.com/expression/19ce2b9f-6059-3364-97ba-c41c858477db,http://example.com/artist/d2eb9650-f76c-38ac-8c8f-98c277f9d920
FM-401_20170116_00-02,36,Sonatine op 107 n°3 : Allegro solide - pour orgue,Charles Koechlin,,http://example.com/artist/d2eb9650-f76c-38ac-8c8f-98c277f9d920
FM-401_20170116_00-02,37,Concerto brandebourgeois n°5 en Ré Maj BWV 1050 : Allegro,Jean Sebastien Bach,http://example.com/expression/5465c59e-939d-3600-ac51-f58fb8c90046,http://example.com/artist/269cec9d-5025-3a8a-b2ef-4f7acb088f2b
FM-401_20170116_00-02,38,Suite n°2 en si min BWV 1067 : Bourrées I et II,Jean Sebastien Bach,http://example.com/expression/abc9453b-fbb7-3e37-91e1-604a1f51f036,http://example.com/artist/269cec9d-5025-3a8a-b2ef-4f7acb088f2b
FM-401_20170116_00-02,39,Suite n°2 en si min BWV 1067 : Polonaise - Double,Jean Sebastien Bach,http://example.com/expression/abc9453b-fbb7-3e37-91e1-604a1f51f036,http://example.com/artist/269cec9d-5025-3a8a-b2ef-4f7acb088f2b
FM-401_20170116_00-02,40,Suite n°2 en si min BWV 1067 : Menuet,Jean Sebastien Bach,http://example.com/expression/abc9453b-fbb7-3e37-91e1-604a1f51f036,http://example.com/artist/269cec9d-5025-3a8a-b2ef-4f7acb088f2b
FM-401_20170116_00-02,41,Suite n°2 en si min BWV 1067 : Badinerie,Jean Sebastien Bach,http://example.com/expression/abc9453b-fbb7-3e37-91e1-604a1f51f036,http://example.com/artist/269cec9d-5025-3a8a-b2ef-4f7acb088f2b
FM-401_20170116_00-02,43,Missa votiva en mi min zwv 18 : Kyrie - kyrie I,Jan Dismas Zelenka,http://example.com/expression/0b3f4dba-6cbb-32a2-868c-5882bab6360f,http://example.com/artist/bee4cb9f-3231-32be-8771-4ffb509847fe
FM-401_20170116_00-02,44,In ieiunio et fietu,Thomas Tallis,http://example.com/expression/6b762607-bdcb-3c8f-a890-c310be74e30c,http://example.com/artist/187ca331-d6c4-3269-96a4-aa9eee4fc6a9
FM-401_20170116_00-02,45,Melancoly galliard,John Bull,http://example.com/expression/01321dda-4e21-370e-b289-572f2f12ee9f,http://example.com/artist/7e215975-4846-3016-94e9-33f498ac7cd0
FM-401_20170116_00-02,46,Les planetes op 32 pour orchestre : Neptune le mystique,Gustav Holst,http://example.com/expression/7c97636a-56f3-31df-9ab4-ae4ad2271be2,http://example.com/artist/e80e9e08-019b-3a71-a43f-29ff03896899
